inst_index,actual_class,predicted_class,distribution_0,distribution_1
1.0,0.0,0.0,0.50043009199,0.49956990801
2.0,0.0,0.0,0.500177750946,0.499822249054
3.0,0.0,0.0,0.500562155569,0.499437844431
4.0,0.0,0.0,0.500339553058,0.499660446942
5.0,0.0,0.0,0.500586811239,0.499413188761
6.0,0.0,0.0,0.500334494715,0.499665505285
7.0,1.0,1.0,0.499768170023,0.500231829977
8.0,1.0,1.0,0.499498127793,0.500501872207
9.0,1.0,1.0,0.49958266893,0.50041733107
10.0,0.0,0.0,0.500548554892,0.499451445108
11.0,0.0,0.0,0.500533686428,0.499466313572
12.0,1.0,1.0,0.49949546771,0.50050453229
13.0,1.0,1.0,0.499706387985,0.500293612015
14.0,1.0,1.0,0.499331104551,0.500668895449
15.0,0.0,0.0,0.500139764819,0.499860235181
16.0,1.0,1.0,0.499262631589,0.500737368411
17.0,0.0,0.0,0.500117052785,0.499882947215
18.0,0.0,0.0,0.500546723991,0.499453276009
19.0,1.0,1.0,0.499236773096,0.500763226904
20.0,0.0,0.0,0.500454893395,0.499545106605
21.0,1.0,1.0,0.499651940666,0.500348059334
22.0,0.0,0.0,0.500413857468,0.499586142532
23.0,1.0,1.0,0.499274581605,0.500725418395
24.0,0.0,0.0,0.500458151408,0.499541848592
25.0,0.0,0.0,0.50046345668,0.49953654332
26.0,0.0,0.0,0.500596998402,0.499403001598
27.0,0.0,0.0,0.5001919373,0.4998080627
28.0,0.0,0.0,0.500352290388,0.499647709612
29.0,0.0,0.0,0.500225870895,0.499774129105
30.0,0.0,0.0,0.500376138278,0.499623861722
31.0,1.0,1.0,0.499326073084,0.500673926916
32.0,0.0,0.0,0.500464251006,0.499535748994
33.0,0.0,0.0,0.500487791952,0.499512208048
34.0,0.0,0.0,0.500363798302,0.499636201698
35.0,0.0,0.0,0.500717645281,0.499282354719
36.0,0.0,0.0,0.500428803161,0.499571196839
37.0,0.0,0.0,0.500195423034,0.499804576966
38.0,0.0,0.0,0.500486976583,0.499513023417
39.0,1.0,1.0,0.499098838855,0.500901161145
40.0,0.0,0.0,0.500499360834,0.499500639166
41.0,0.0,0.0,0.500498808005,0.499501191995
42.0,1.0,1.0,0.499270946184,0.500729053816
43.0,0.0,0.0,0.500596171787,0.499403828213
44.0,0.0,0.0,0.500576124328,0.499423875672
45.0,0.0,0.0,0.500291773678,0.499708226322
46.0,1.0,1.0,0.499111014599,0.500888985401
47.0,0.0,0.0,0.5004817806,0.4995182194
48.0,0.0,0.0,0.500346027464,0.499653972536
49.0,1.0,1.0,0.499640370226,0.500359629774
50.0,0.0,0.0,0.500589937337,0.499410062663
51.0,0.0,0.0,0.500213968953,0.499786031047
52.0,0.0,0.0,0.500430926922,0.499569073078
53.0,0.0,0.0,0.500412753033,0.499587246967
54.0,1.0,0.0,0.500224241084,0.499775758916
55.0,0.0,0.0,0.500262149657,0.499737850343
56.0,0.0,0.0,0.500550939144,0.499449060856
57.0,1.0,1.0,0.499621918169,0.500378081831
58.0,0.0,0.0,0.500582031399,0.499417968601
59.0,1.0,1.0,0.499791730532,0.500208269468
60.0,0.0,0.0,0.500331164124,0.499668835876
61.0,0.0,0.0,0.500437746796,0.499562253204
62.0,0.0,0.0,0.500597939975,0.499402060025
63.0,1.0,1.0,0.499812783889,0.500187216111
64.0,0.0,0.0,0.500410105972,0.499589894028
65.0,0.0,0.0,0.500480094101,0.499519905899
66.0,0.0,0.0,0.500460261353,0.499539738647
67.0,0.0,0.0,0.500433212183,0.499566787817
68.0,0.0,0.0,0.500648098707,0.499351901293
69.0,1.0,1.0,0.499650358393,0.500349641607
70.0,1.0,1.0,0.499838243172,0.500161756828
71.0,0.0,0.0,0.500401967716,0.499598032284
72.0,0.0,0.0,0.500366583538,0.499633416462
73.0,1.0,1.0,0.49995540399,0.50004459601
74.0,1.0,0.0,0.500591961288,0.499408038712
75.0,1.0,1.0,0.499201788329,0.500798211671
76.0,0.0,0.0,0.500271410015,0.499728589985
77.0,0.0,0.0,0.500033038092,0.499966961908
78.0,1.0,1.0,0.499156471045,0.500843528955
79.0,0.0,0.0,0.500800669717,0.499199330283
80.0,1.0,1.0,0.499542479253,0.500457520747
81.0,0.0,0.0,0.500416939416,0.499583060584
82.0,1.0,1.0,0.499692937564,0.500307062436
83.0,0.0,0.0,0.502156550934,0.497843449066
84.0,0.0,0.0,0.500221789113,0.499778210887
85.0,0.0,0.0,0.500491832419,0.499508167581
86.0,0.0,0.0,0.500272162752,0.499727837248
87.0,1.0,1.0,0.499577443786,0.500422556214
88.0,0.0,0.0,0.500532554506,0.499467445494
89.0,0.0,0.0,0.500680567333,0.499319432667
90.0,0.0,0.0,0.500635836946,0.499364163054
91.0,0.0,0.0,0.500726471763,0.499273528237
92.0,0.0,0.0,0.50041280058,0.49958719942
93.0,1.0,1.0,0.499425229001,0.500574770999
94.0,0.0,0.0,0.500486183334,0.499513816666
95.0,0.0,1.0,0.499664125275,0.500335874725
96.0,0.0,0.0,0.500610691996,0.499389308004
97.0,1.0,1.0,0.49987216966,0.50012783034
98.0,0.0,0.0,0.500703085055,0.499296914945
99.0,0.0,1.0,0.499933966254,0.500066033746
100.0,1.0,1.0,0.499352418769,0.500647581231
101.0,0.0,0.0,0.500395049255,0.499604950745
102.0,1.0,1.0,0.499745882422,0.500254117578
103.0,1.0,1.0,0.499562064309,0.500437935691
104.0,0.0,0.0,0.500060132442,0.499939867558
105.0,0.0,0.0,0.500402506282,0.499597493718
106.0,0.0,0.0,0.500666516989,0.499333483011
107.0,0.0,0.0,0.500525963026,0.499474036974
108.0,1.0,1.0,0.499684484293,0.500315515707
109.0,1.0,1.0,0.499594664667,0.500405335333
110.0,0.0,0.0,0.500427746101,0.499572253899
111.0,0.0,0.0,0.50022746601,0.49977253399
112.0,1.0,1.0,0.499521181298,0.500478818702
113.0,0.0,0.0,0.500605933718,0.499394066282
114.0,1.0,1.0,0.499417133166,0.500582866834
115.0,0.0,0.0,0.500435999205,0.499564000795
116.0,0.0,0.0,0.500280438574,0.499719561426
117.0,0.0,0.0,0.500401817867,0.499598182133
118.0,0.0,0.0,0.500441294884,0.499558705116
119.0,1.0,1.0,0.499567932987,0.500432067013
120.0,1.0,1.0,0.499752339409,0.500247660591
121.0,1.0,0.0,0.500201543554,0.499798456446
122.0,0.0,0.0,0.50043297753,0.49956702247
123.0,0.0,0.0,0.500322809775,0.499677190225
124.0,0.0,0.0,0.500502926129,0.499497073871
125.0,0.0,0.0,0.500624962677,0.499375037323
126.0,0.0,0.0,0.500691486608,0.499308513392
127.0,0.0,0.0,0.500476306559,0.499523693441
128.0,0.0,0.0,0.500529982928,0.499470017072
129.0,0.0,0.0,0.500580960343,0.499419039657
130.0,0.0,0.0,0.500500239307,0.499499760693
131.0,0.0,0.0,0.500938139035,0.499061860965
132.0,0.0,0.0,0.500647549115,0.499352450885
133.0,0.0,0.0,0.500456384073,0.499543615927
134.0,0.0,0.0,0.500404582913,0.499595417087
135.0,0.0,0.0,0.500543839841,0.499456160159
136.0,0.0,1.0,0.499652240497,0.500347759503
137.0,1.0,1.0,0.499348970801,0.500651029199
138.0,1.0,1.0,0.499494626324,0.500505373676
139.0,0.0,0.0,0.500496482662,0.499503517338
140.0,0.0,0.0,0.500482218438,0.499517781562
141.0,0.0,0.0,0.500607217077,0.499392782923
142.0,1.0,1.0,0.499112203845,0.500887796155
143.0,0.0,0.0,0.50020133992,0.49979866008
144.0,0.0,0.0,0.500213974315,0.499786025685
145.0,0.0,0.0,0.500408789316,0.499591210684
146.0,1.0,1.0,0.499988770219,0.500011229781
147.0,0.0,0.0,0.500542952267,0.499457047733
148.0,0.0,0.0,0.5006727471,0.4993272529
149.0,0.0,1.0,0.499573404407,0.500426595593
150.0,0.0,0.0,0.50051758153,0.49948241847
151.0,0.0,1.0,0.499323989432,0.500676010568
152.0,0.0,0.0,0.500424080114,0.499575919886
153.0,1.0,1.0,0.499579366217,0.500420633783
154.0,1.0,1.0,0.499595827991,0.500404172009
155.0,1.0,1.0,0.499419883101,0.500580116899
156.0,1.0,1.0,0.499491958764,0.500508041236
157.0,1.0,1.0,0.499805288171,0.500194711829
158.0,0.0,0.0,0.500814198377,0.499185801623
159.0,1.0,1.0,0.499232700883,0.500767299117
160.0,0.0,0.0,0.50056822861,0.49943177139
161.0,1.0,1.0,0.499186170694,0.500813829306
162.0,0.0,0.0,0.500394644649,0.499605355351
163.0,0.0,0.0,0.50043941823,0.49956058177
164.0,0.0,0.0,0.500317314709,0.499682685291
165.0,1.0,1.0,0.499880275846,0.500119724154
166.0,0.0,1.0,0.499963124322,0.500036875678
167.0,1.0,0.0,0.500141388018,0.499858611982
168.0,1.0,1.0,0.499651349079,0.500348650921
169.0,0.0,0.0,0.500535411979,0.499464588021
170.0,0.0,0.0,0.500613013275,0.499386986725
171.0,1.0,1.0,0.499553773127,0.500446226873
172.0,1.0,1.0,0.499832482454,0.500167517546
173.0,1.0,1.0,0.499603066972,0.500396933028
174.0,0.0,0.0,0.500326736756,0.499673263244
175.0,0.0,0.0,0.500603613324,0.499396386676
176.0,0.0,0.0,0.500170409123,0.499829590877
177.0,0.0,0.0,0.500181571868,0.499818428132
178.0,0.0,0.0,0.500283551267,0.499716448733
179.0,0.0,0.0,0.500372558082,0.499627441918
180.0,0.0,0.0,0.500304225968,0.499695774032
181.0,0.0,0.0,0.500596311783,0.499403688217
182.0,0.0,0.0,0.500585087767,0.499414912233
183.0,1.0,1.0,0.49955965719,0.50044034281
184.0,0.0,0.0,0.500608010041,0.499391989959
185.0,1.0,1.0,0.499660562217,0.500339437783
186.0,1.0,1.0,0.499470378894,0.500529621106
187.0,0.0,0.0,0.500316980333,0.499683019667
188.0,0.0,0.0,0.500351367697,0.499648632303
189.0,0.0,0.0,0.500879919408,0.499120080592
190.0,0.0,0.0,0.500509751621,0.499490248379
191.0,0.0,0.0,0.500328280137,0.499671719863
192.0,0.0,0.0,0.500595641628,0.499404358372
193.0,1.0,1.0,0.499137257997,0.500862742003
194.0,0.0,0.0,0.500359027049,0.499640972951
195.0,1.0,1.0,0.49998124727,0.50001875273
196.0,0.0,0.0,0.500368525645,0.499631474355
197.0,0.0,0.0,0.500450802602,0.499549197398
198.0,0.0,0.0,0.50038934019,0.49961065981
199.0,0.0,1.0,0.499843653866,0.500156346134
200.0,0.0,0.0,0.500513637343,0.499486362657
201.0,0.0,0.0,0.500588661862,0.499411338138
202.0,1.0,1.0,0.499570300309,0.500429699691
203.0,0.0,0.0,0.500216254146,0.499783745854
204.0,0.0,0.0,0.500471375259,0.499528624741
205.0,0.0,0.0,0.50038670809,0.49961329191
206.0,0.0,0.0,0.500471286029,0.499528713971
207.0,0.0,0.0,0.500279307549,0.499720692451
208.0,0.0,0.0,0.500681723409,0.499318276591
209.0,1.0,1.0,0.499661297461,0.500338702539
210.0,1.0,1.0,0.499507231512,0.500492768488
211.0,1.0,1.0,0.499150326846,0.500849673154
212.0,0.0,0.0,0.500429913515,0.499570086485
213.0,1.0,1.0,0.499777181391,0.500222818609
214.0,0.0,0.0,0.500394368462,0.499605631538
215.0,0.0,0.0,0.500678408036,0.499321591964
216.0,0.0,0.0,0.500250221885,0.499749778115
217.0,1.0,1.0,0.499445587876,0.500554412124
218.0,0.0,0.0,0.500627524352,0.499372475648
219.0,0.0,0.0,0.500399125731,0.499600874269
220.0,0.0,0.0,0.500407939615,0.499592060385
221.0,1.0,1.0,0.499654760377,0.500345239623
222.0,1.0,1.0,0.499693533718,0.500306466282
223.0,0.0,0.0,0.50041446002,0.49958553998
224.0,1.0,0.0,0.500425772796,0.499574227204
225.0,1.0,0.0,0.500405477592,0.499594522408
226.0,0.0,0.0,0.500492388092,0.499507611908
227.0,0.0,0.0,0.500428668628,0.499571331372
228.0,1.0,0.0,0.500136075803,0.499863924197
229.0,0.0,0.0,0.500344103161,0.499655896839
230.0,0.0,0.0,0.500408596465,0.499591403535
231.0,1.0,1.0,0.499669141279,0.500330858721
232.0,0.0,0.0,0.500398003039,0.499601996961
233.0,0.0,0.0,0.500589534027,0.499410465973
234.0,0.0,0.0,0.500511400202,0.499488599798
235.0,0.0,0.0,0.500974924039,0.499025075961
236.0,1.0,1.0,0.499535477161,0.500464522839
237.0,1.0,1.0,0.499173382236,0.500826617764
238.0,0.0,1.0,0.499911318323,0.500088681677
239.0,1.0,0.0,0.500515378918,0.499484621082
240.0,1.0,1.0,0.499669218012,0.500330781988
241.0,0.0,0.0,0.500387902944,0.499612097056
242.0,0.0,0.0,0.500050273422,0.499949726578
243.0,0.0,0.0,0.500399780284,0.499600219716
244.0,1.0,1.0,0.499708275487,0.500291724513
245.0,0.0,0.0,0.500119283428,0.499880716572
246.0,0.0,0.0,0.500470945971,0.499529054029
247.0,0.0,0.0,0.500765428558,0.499234571442
248.0,0.0,0.0,0.500334013583,0.499665986417
249.0,0.0,0.0,0.500439073767,0.499560926233
250.0,0.0,0.0,0.500675638885,0.499324361115
251.0,1.0,1.0,0.499896424441,0.500103575559
252.0,0.0,0.0,0.500540009364,0.499459990636
253.0,0.0,0.0,0.500460929362,0.499539070638
254.0,0.0,0.0,0.500451191698,0.499548808302
255.0,1.0,1.0,0.499444811741,0.500555188259
256.0,1.0,1.0,0.499157250734,0.500842749266
