inst_index,actual_class,predicted_class,distribution_0,distribution_1
1.0,1.0,1.0,0.00264349674347,0.997356503257
2.0,1.0,1.0,0.064680279798,0.935319720202
3.0,1.0,1.0,0.00340917408234,0.996590825918
4.0,0.0,0.0,0.982200201907,0.0177997980933
5.0,0.0,1.0,0.0687575238706,0.931242476129
6.0,0.0,0.0,0.996919186898,0.00308081310216
7.0,0.0,0.0,0.997327400677,0.00267259932306
8.0,1.0,1.0,0.00190940107651,0.998090598923
9.0,0.0,0.0,0.99578769362,0.00421230638015
10.0,1.0,1.0,0.00464178046746,0.995358219533
11.0,1.0,0.0,0.989551560081,0.0104484399186
12.0,0.0,0.0,0.997566762986,0.00243323701433
13.0,0.0,0.0,0.997605074973,0.00239492502726
14.0,1.0,1.0,0.0022311019167,0.997768898083
15.0,0.0,0.0,0.989561847803,0.0104381521969
16.0,0.0,0.0,0.973176493279,0.026823506721
17.0,1.0,1.0,0.00236449414098,0.997635505859
18.0,0.0,0.0,0.998462184995,0.00153781500474
19.0,0.0,0.0,0.993246131266,0.00675386873375
20.0,1.0,1.0,0.00342933759353,0.996570662406
21.0,1.0,0.0,0.989904526744,0.0100954732558
22.0,0.0,0.0,0.963205860264,0.0367941397359
23.0,0.0,0.0,0.998346871293,0.00165312870696
24.0,1.0,1.0,0.00207152344396,0.997928476556
25.0,1.0,0.0,0.9541381497,0.0458618503005
26.0,0.0,0.0,0.998596964614,0.00140303538617
27.0,0.0,0.0,0.998687793128,0.00131220687205
28.0,1.0,1.0,0.0062265989249,0.993773401075
29.0,1.0,1.0,0.0189070408504,0.98109295915
30.0,1.0,1.0,0.00207437341835,0.997925626582
31.0,0.0,0.0,0.998576869621,0.00142313037913
32.0,1.0,0.0,0.554480742508,0.445519257492
33.0,1.0,1.0,0.0408242068498,0.95917579315
34.0,0.0,0.0,0.998484438933,0.00151556106702
35.0,0.0,0.0,0.978133001941,0.0218669980592
36.0,1.0,1.0,0.00236010189811,0.997639898102
37.0,1.0,1.0,0.00194172371753,0.998058276282
38.0,1.0,1.0,0.00207868737834,0.997921312622
39.0,0.0,0.0,0.997205852101,0.00279414789921
40.0,1.0,1.0,0.00210599164435,0.997894008356
41.0,0.0,0.0,0.986574244351,0.013425755649
42.0,0.0,0.0,0.99860100254,0.00139899745954
43.0,1.0,1.0,0.00380961903971,0.99619038096
44.0,1.0,1.0,0.00234985165953,0.99765014834
45.0,1.0,0.0,0.960585677958,0.0394143220421
46.0,0.0,0.0,0.958299896756,0.0417001032438
47.0,1.0,1.0,0.00191050116021,0.99808949884
48.0,0.0,0.0,0.843812823156,0.156187176844
49.0,1.0,1.0,0.168110557252,0.831889442748
50.0,0.0,0.0,0.99846842287,0.00153157712952
51.0,1.0,1.0,0.193625974641,0.806374025359
52.0,1.0,1.0,0.00504469854787,0.994955301452
53.0,1.0,1.0,0.00232693217408,0.997673067826
54.0,0.0,0.0,0.995946854538,0.00405314546191
55.0,1.0,1.0,0.00303383804359,0.996966161956
56.0,1.0,1.0,0.00228889218979,0.99771110781
57.0,0.0,0.0,0.98061397513,0.0193860248699
58.0,0.0,0.0,0.960168265949,0.0398317340506
59.0,0.0,0.0,0.901983804572,0.0980161954278
60.0,1.0,1.0,0.0120912426875,0.987908757312
61.0,1.0,1.0,0.0862558603875,0.913744139612
62.0,0.0,0.0,0.99749960781,0.00250039218971
63.0,1.0,1.0,0.00448035823657,0.995519641763
64.0,0.0,0.0,0.985510595784,0.014489404216
65.0,0.0,0.0,0.98513287425,0.0148671257497
66.0,1.0,0.0,0.706858869341,0.293141130659
67.0,1.0,1.0,0.0438384548654,0.956161545135
68.0,0.0,0.0,0.735997111485,0.264002888515
69.0,1.0,1.0,0.0984703023385,0.901529697661
70.0,1.0,1.0,0.0033961695117,0.996603830488
71.0,1.0,1.0,0.00252054424693,0.997479455753
72.0,1.0,1.0,0.00253970858121,0.997460291419
73.0,0.0,0.0,0.805722423853,0.194277576147
74.0,1.0,1.0,0.00197528528663,0.998024714713
75.0,1.0,0.0,0.998623621652,0.00137637834828
76.0,0.0,0.0,0.979807395274,0.0201926047258
77.0,1.0,0.0,0.532397869171,0.467602130829
78.0,1.0,1.0,0.00320869660715,0.996791303393
79.0,0.0,0.0,0.998243860079,0.00175613992109
80.0,1.0,1.0,0.00251952799489,0.997480472005
81.0,1.0,1.0,0.0379109843755,0.962089015624
82.0,1.0,1.0,0.0818360014126,0.918163998587
83.0,1.0,1.0,0.0100044381826,0.989995561817
84.0,1.0,1.0,0.00217175968786,0.997828240312
85.0,0.0,0.0,0.96281717532,0.0371828246803
86.0,0.0,0.0,0.997915844557,0.00208415544285
87.0,1.0,1.0,0.00189325419427,0.998106745806
88.0,0.0,1.0,0.0237510345422,0.976248965458
89.0,1.0,1.0,0.00290324789714,0.997096752103
90.0,1.0,1.0,0.356625534089,0.643374465911
91.0,0.0,0.0,0.992287441413,0.00771255858689
92.0,0.0,1.0,0.00444742339304,0.995552576607
93.0,0.0,0.0,0.996942815018,0.00305718498153
94.0,1.0,1.0,0.0112025856586,0.988797414341
95.0,0.0,0.0,0.998960885322,0.0010391146781
96.0,0.0,0.0,0.998292258777,0.00170774122284
97.0,0.0,0.0,0.997127884029,0.00287211597062
98.0,0.0,0.0,0.990840788083,0.00915921191655
99.0,1.0,1.0,0.00485791874268,0.995142081257
100.0,0.0,0.0,0.99907184503,0.000928154969547
101.0,1.0,1.0,0.0019375424132,0.998062457587
102.0,0.0,0.0,0.973337171368,0.0266628286321
103.0,1.0,1.0,0.014389228217,0.985610771783
104.0,1.0,1.0,0.00285108880571,0.997148911194
105.0,1.0,0.0,0.989910139942,0.010089860058
106.0,0.0,0.0,0.981997143494,0.0180028565065
107.0,1.0,1.0,0.00198821763465,0.998011782365
108.0,0.0,0.0,0.998959917028,0.00104008297151
109.0,1.0,1.0,0.00195618330887,0.998043816691
110.0,1.0,1.0,0.00194461955022,0.99805538045
111.0,1.0,1.0,0.00188153589091,0.998118464109
112.0,0.0,0.0,0.974722132632,0.0252778673682
113.0,1.0,1.0,0.00278527273294,0.997214727267
114.0,1.0,1.0,0.0100380588429,0.989961941157
115.0,0.0,0.0,0.982703661416,0.0172963385837
116.0,0.0,1.0,0.412390544159,0.587609455841
117.0,0.0,0.0,0.979109963703,0.0208900362973
118.0,0.0,0.0,0.98465785636,0.0153421436396
119.0,1.0,1.0,0.010770281323,0.989229718677
120.0,1.0,1.0,0.00219410158239,0.997805898418
121.0,0.0,0.0,0.998455532903,0.00154446709724
122.0,0.0,0.0,0.925248021622,0.0747519783779
123.0,0.0,0.0,0.905069227824,0.0949307721761
124.0,0.0,0.0,0.979411174947,0.0205888250529
125.0,1.0,1.0,0.00194597801805,0.998054021982
126.0,1.0,0.0,0.987318834387,0.0126811656129
127.0,0.0,0.0,0.980261746244,0.019738253756
128.0,1.0,0.0,0.851014001408,0.148985998592
129.0,0.0,0.0,0.997803725901,0.00219627409911
130.0,1.0,1.0,0.100301628413,0.899698371587
131.0,1.0,1.0,0.00395804280668,0.996041957193
132.0,1.0,1.0,0.00291358648814,0.997086413512
133.0,0.0,0.0,0.997187184346,0.00281281565421
134.0,1.0,1.0,0.00393999978137,0.996060000219
135.0,1.0,1.0,0.00236767260487,0.997632327395
136.0,1.0,1.0,0.373403769429,0.626596230571
137.0,1.0,1.0,0.00574577532295,0.994254224677
138.0,0.0,0.0,0.958935921939,0.0410640780607
139.0,0.0,0.0,0.995628624728,0.00437137527181
140.0,0.0,0.0,0.997704373768,0.00229562623186
141.0,0.0,0.0,0.998820194038,0.00117980596182
142.0,1.0,1.0,0.0032710144937,0.996728985506
143.0,0.0,0.0,0.997917257259,0.00208274274064
144.0,1.0,1.0,0.00205136437876,0.997948635621
145.0,1.0,0.0,0.617414298997,0.382585701003
146.0,1.0,1.0,0.0076049356667,0.992395064333
147.0,1.0,1.0,0.00820149718203,0.991798502818
148.0,0.0,0.0,0.998119012714,0.00188098728585
149.0,1.0,1.0,0.0030629912595,0.996937008741
150.0,1.0,0.0,0.927550210022,0.0724497899779
151.0,1.0,1.0,0.00267338859389,0.997326611406
152.0,0.0,0.0,0.998578777811,0.00142122218857
153.0,1.0,1.0,0.00191083175221,0.998089168248
154.0,1.0,1.0,0.00268951252958,0.99731048747
155.0,0.0,0.0,0.983203727016,0.0167962729838
156.0,0.0,0.0,0.94606376303,0.0539362369696
157.0,1.0,1.0,0.00377579359942,0.996224206401
158.0,0.0,0.0,0.997574226761,0.00242577323899
159.0,0.0,0.0,0.998956340243,0.0010436597572
160.0,1.0,1.0,0.00268083412154,0.997319165878
161.0,1.0,0.0,0.99834915858,0.00165084142041
162.0,0.0,0.0,0.982797721723,0.0172022782766
163.0,0.0,0.0,0.998693479409,0.00130652059108
164.0,0.0,0.0,0.923279868876,0.0767201311242
165.0,0.0,0.0,0.963256253493,0.0367437465068
166.0,0.0,0.0,0.997261907692,0.00273809230824
167.0,1.0,1.0,0.0287559685326,0.971244031467
168.0,0.0,0.0,0.997283493983,0.00271650601663
169.0,1.0,1.0,0.00195670654125,0.998043293459
170.0,0.0,0.0,0.999024234493,0.000975765506818
171.0,1.0,1.0,0.00237670283327,0.997623297167
172.0,1.0,1.0,0.00187833445197,0.998121665548
173.0,0.0,0.0,0.998831388449,0.00116861155051
174.0,0.0,0.0,0.971695148511,0.0283048514894
175.0,1.0,1.0,0.408480249186,0.591519750814
176.0,1.0,1.0,0.0523388560483,0.947661143952
177.0,1.0,1.0,0.00200271820996,0.99799728179
178.0,0.0,0.0,0.998977495209,0.00102250479074
179.0,0.0,0.0,0.805309524074,0.194690475926
180.0,0.0,0.0,0.999041679248,0.000958320752216
181.0,1.0,1.0,0.00255683148233,0.997443168518
182.0,1.0,1.0,0.00267145257969,0.99732854742
183.0,1.0,1.0,0.00298785747786,0.997012142522
184.0,1.0,1.0,0.0133581864881,0.986641813512
185.0,1.0,1.0,0.00211459755489,0.997885402445
186.0,1.0,1.0,0.0118571764407,0.988142823559
187.0,0.0,0.0,0.997811528477,0.0021884715233
188.0,0.0,0.0,0.996908477173,0.00309152282734
189.0,0.0,0.0,0.997598320572,0.002401679428
190.0,0.0,0.0,0.960367763476,0.0396322365237
191.0,1.0,0.0,0.990032010612,0.00996798938801
192.0,1.0,1.0,0.473308000501,0.526691999499
193.0,1.0,1.0,0.00227314869781,0.997726851302
194.0,1.0,1.0,0.0031324121684,0.996867587832
195.0,0.0,0.0,0.998692477224,0.00130752277628
196.0,1.0,1.0,0.023491068612,0.976508931388
197.0,0.0,0.0,0.998652881191,0.00134711880893
198.0,1.0,1.0,0.0237819895848,0.976218010415
199.0,1.0,1.0,0.00290201584079,0.997097984159
200.0,1.0,1.0,0.00202689833863,0.997973101661
201.0,1.0,1.0,0.00255775415559,0.997442245844
202.0,1.0,1.0,0.356145192294,0.643854807706
203.0,0.0,0.0,0.796635410226,0.203364589774
204.0,1.0,1.0,0.0621390062376,0.937860993762
205.0,0.0,0.0,0.874143023177,0.125856976823
206.0,1.0,1.0,0.242560972202,0.757439027798
207.0,1.0,1.0,0.0874558874974,0.912544112503
208.0,0.0,0.0,0.990806672878,0.00919332712248
209.0,1.0,0.0,0.996242827619,0.00375717238118
210.0,0.0,0.0,0.989916207533,0.0100837924669
211.0,0.0,0.0,0.998713962374,0.00128603762642
212.0,0.0,0.0,0.998256883113,0.00174311688729
213.0,0.0,0.0,0.998684162286,0.00131583771399
214.0,0.0,0.0,0.99899771268,0.00100228732044
215.0,1.0,0.0,0.991312813411,0.00868718658895
216.0,1.0,1.0,0.423280852929,0.576719147071
217.0,0.0,0.0,0.986861777515,0.0131382224845
218.0,0.0,0.0,0.998635477583,0.00136452241669
219.0,0.0,0.0,0.997532876611,0.00246712338888
220.0,1.0,1.0,0.0028090578477,0.997190942152
221.0,0.0,0.0,0.968486019339,0.0315139806608
222.0,0.0,0.0,0.99726587211,0.00273412789001
223.0,1.0,1.0,0.00452069604104,0.995479303959
224.0,1.0,1.0,0.00415057261495,0.995849427385
225.0,1.0,1.0,0.0040923889615,0.995907611038
226.0,0.0,0.0,0.998542624158,0.00145737584228
227.0,0.0,0.0,0.996607613876,0.00339238612432
228.0,1.0,1.0,0.00266035928409,0.997339640716
229.0,0.0,0.0,0.950398750006,0.0496012499938
230.0,0.0,0.0,0.989732562607,0.0102674373931
231.0,1.0,1.0,0.0439591955524,0.956040804448
232.0,0.0,0.0,0.989873448824,0.0101265511759
233.0,1.0,1.0,0.00425015201548,0.995749847985
234.0,1.0,1.0,0.00253960751134,0.997460392489
235.0,1.0,1.0,0.00220591367979,0.99779408632
236.0,1.0,1.0,0.00206659380366,0.997933406196
237.0,0.0,0.0,0.978516669638,0.0214833303624
238.0,1.0,1.0,0.00220606774526,0.997793932255
239.0,0.0,0.0,0.99875393045,0.0012460695501
240.0,1.0,1.0,0.00678829547765,0.993211704522
241.0,1.0,1.0,0.00238430716195,0.997615692838
242.0,1.0,1.0,0.00768860424676,0.992311395753
243.0,1.0,0.0,0.988124392491,0.0118756075086
244.0,1.0,1.0,0.00505292620593,0.994947073794
245.0,1.0,0.0,0.566766659134,0.433233340866
246.0,0.0,0.0,0.998890886184,0.00110911381616
247.0,0.0,0.0,0.843328884541,0.156671115459
248.0,1.0,1.0,0.0365985557231,0.963401444277
249.0,0.0,0.0,0.978272883827,0.0217271161729
250.0,1.0,1.0,0.0496919897696,0.95030801023
251.0,0.0,1.0,0.0462782089039,0.953721791096
252.0,0.0,0.0,0.999000165374,0.00099983462552
253.0,0.0,0.0,0.680979765308,0.319020234692
254.0,0.0,0.0,0.998984287664,0.00101571233614
255.0,1.0,1.0,0.0443488729978,0.955651127002
256.0,0.0,0.0,0.993836896821,0.00616310317872
257.0,1.0,1.0,0.172556428847,0.827443571153
258.0,0.0,0.0,0.987100968006,0.0128990319941
259.0,1.0,1.0,0.00188702976526,0.998112970235
260.0,1.0,1.0,0.00276227227203,0.997237727728
261.0,0.0,0.0,0.663343024726,0.336656975274
262.0,1.0,1.0,0.00309673719982,0.9969032628
263.0,0.0,0.0,0.975971962044,0.0240280379557
264.0,0.0,0.0,0.996114099762,0.00388590023839
265.0,1.0,1.0,0.00217323577052,0.997826764229
266.0,1.0,1.0,0.00185627621377,0.998143723786
267.0,0.0,0.0,0.998906838437,0.00109316156275
268.0,1.0,1.0,0.00185115926769,0.998148840732
269.0,1.0,1.0,0.00198266607961,0.99801733392
270.0,0.0,0.0,0.992092328038,0.00790767196205
271.0,0.0,0.0,0.936445198187,0.0635548018133
272.0,1.0,1.0,0.00185709012103,0.998142909879
273.0,0.0,0.0,0.992941276457,0.00705872354301
274.0,1.0,1.0,0.00542422849228,0.994575771508
275.0,0.0,0.0,0.941328728263,0.0586712717369
276.0,0.0,0.0,0.989162292715,0.0108377072848
277.0,1.0,1.0,0.00439688251221,0.995603117488
278.0,1.0,1.0,0.00295365159041,0.99704634841
279.0,1.0,1.0,0.00295440870577,0.997045591294
280.0,0.0,0.0,0.99776874724,0.00223125276009
281.0,1.0,1.0,0.028020823838,0.971979176162
282.0,1.0,1.0,0.00270838600155,0.997291613998
283.0,0.0,0.0,0.574074969298,0.425925030702
284.0,1.0,1.0,0.0034470563718,0.996552943628
285.0,0.0,0.0,0.911495709394,0.0885042906057
286.0,0.0,0.0,0.999050236746,0.000949763253798
287.0,0.0,0.0,0.998112070036,0.00188792996382
288.0,0.0,0.0,0.998497285899,0.00150271410052
289.0,0.0,0.0,0.859527114332,0.140472885668
290.0,1.0,1.0,0.00597091859813,0.994029081402
291.0,1.0,1.0,0.00200413973447,0.997995860266
292.0,1.0,1.0,0.00229611053063,0.997703889469
293.0,0.0,0.0,0.998131004146,0.0018689958543
294.0,0.0,0.0,0.998491700932,0.00150829906784
295.0,1.0,1.0,0.00250809188644,0.997491908114
296.0,0.0,1.0,0.0128059129926,0.987194087007
297.0,0.0,0.0,0.998935479766,0.00106452023431
